id,task,framework,constraint,fold,type,result,metric,mode,version,params,app_version,utc,duration,training_duration,predict_duration,models_count,seed,info,acc,balacc,logloss,auc,models_ensemble_count
openml.org/t/189356,albert,TPOT,4h8c_gp3,3,binary,0.744507,auc,aws.docker,0.11.7,,2.0.5,2022-01-18T04:32:48,14819.2,14722.3,0.1,429.0,1449481280,,0.680651,0.680651,0.595653,0.744507,
openml.org/t/189354,airlines,TPOT,4h8c_gp3,9,binary,0.727824,auc,aws.docker,0.11.7,,2.0.5,2022-01-18T04:32:52,14922.8,14906.1,1.2,486.0,1449481286,,0.673588,0.657826,0.603383,0.727824,
openml.org/t/190410,philippine,TPOT,4h8c_gp3,9,binary,0.912136,auc,aws.docker,0.11.7,,2.0.5,2022-01-18T04:33:35,14693.9,14685.6,0.02,744.0,1449481286,,0.83705,0.837005,0.399059,0.912136,
openml.org/t/211979,jannis,TPOT,4h8c_gp3,2,multiclass,-0.702896,neg_logloss,aws.docker,0.11.7,,2.0.5,2022-01-18T04:33:40,14928.4,14916.1,0.2,551.0,1449481279,,0.722116,0.53546,0.702896,,
openml.org/t/189922,gina,TPOT,4h8c_gp3,2,binary,0.986175,auc,aws.docker,0.11.7,,2.0.5,2022-01-18T04:37:11,14738.5,14728.1,0.01,754.0,1449481279,,0.939873,0.939191,0.306452,0.986175,
openml.org/t/359974,wine-quality-white,TPOT,4h8c_gp3,7,multiclass,,neg_logloss,aws.docker,0.11.7,,2.0.5,2022-01-18T04:39:56,437.4,,,,1449481284,"NoResultError: y_true and y_pred contain different number of classes 5, 6. Please provide the true labels explicitly through the labels argument. Classes found in y_true: [0. 2. 3. 4. 5.]",,,,,
openml.org/t/359974,wine-quality-white,TPOT,4h8c_gp3,5,multiclass,,neg_logloss,aws.docker,0.11.7,,2.0.5,2022-01-18T04:48:56,977.2,,,,1449481282,NoResultError: 'LinearSVC' object has no attribute 'predict_proba',,,,,
openml.org/t/359971,PhishingWebsites,TPOT,4h8c_gp3,6,binary,0.997284,auc,aws.docker,0.11.7,,2.0.5,2022-01-18T04:57:07,14425.9,14417.8,0.01,3141.0,1449481283,,0.976471,0.975523,0.0641434,0.997284,
openml.org/t/359968,churn,TPOT,4h8c_gp3,9,binary,0.931843,auc,aws.docker,0.11.7,,2.0.5,2022-01-18T05:04:56,14453.8,14447.1,0.005,4389.0,1449481286,,0.96,0.865032,0.151466,0.931843,
openml.org/t/359972,sylvine,TPOT,4h8c_gp3,5,binary,0.993385,auc,aws.docker,0.11.7,,2.0.5,2022-01-18T05:05:10,14467.6,14461.0,0.02,2871.0,1449481282,,0.960938,0.960938,0.104781,0.993385,
openml.org/t/359973,christine,TPOT,4h8c_gp3,9,binary,0.798866,auc,aws.docker,0.11.7,,2.0.5,2022-01-18T05:07:49,14768.2,14750.3,0.01,303.0,1449481286,,0.709797,0.709833,0.548216,0.798866,
openml.org/t/359955,blood-transfusion-service-center,TPOT,4h8c_gp3,4,binary,0.785575,auc,aws.docker,0.11.7,,2.0.5,2022-01-18T05:09:08,1942.4,1929.2,0.005,9897.0,1449481281,,0.84,0.74269,0.440388,0.785575,
openml.org/t/359968,churn,TPOT,4h8c_gp3,2,binary,0.935748,auc,aws.docker,0.11.7,,2.0.5,2022-01-18T05:09:23,14454.8,14448.2,0.04,2382.0,1449481279,,0.964,0.901329,0.16188,0.935748,
openml.org/t/211986,Diabetes130US,TPOT,4h8c_gp3,5,multiclass,-0.84341,neg_logloss,aws.docker,0.11.7,,2.0.5,2022-01-18T05:11:50,14503.1,14484.6,0.07,558.0,1449481282,,0.615014,0.448045,0.84341,,
openml.org/t/359957,cnae-9,TPOT,4h8c_gp3,5,multiclass,-0.0759039,neg_logloss,aws.docker,0.11.7,,2.0.5,2022-01-18T05:19:36,14639.4,14632.0,0.04,1759.0,1449481282,,0.972222,0.972222,0.0759039,,
openml.org/t/359957,cnae-9,TPOT,4h8c_gp3,4,multiclass,-0.13125,neg_logloss,aws.docker,0.11.7,,2.0.5,2022-01-18T05:20:45,14714.1,14706.3,0.002,1191.0,1449481281,,0.962963,0.962963,0.13125,,
openml.org/t/359967,Bioresponse,autosklearn,4h8c_gp3,1,binary,0.862642,auc,aws.docker,0.14.0,,2.0.5,2022-01-18T05:21:40,14455.7,14398.8,2.8,14.0,160328088,,0.773333,0.769332,0.486395,0.862642,
openml.org/t/359968,churn,autosklearn,4h8c_gp3,0,binary,0.87515,auc,aws.docker,0.14.0,,2.0.5,2022-01-18T05:21:47,14453.9,14409.8,0.3,10.0,160328087,,0.95,0.875249,0.21455,0.87515,
openml.org/t/359967,Bioresponse,autosklearn,4h8c_gp3,0,binary,0.874031,auc,aws.docker,0.14.0,,2.0.5,2022-01-18T05:21:56,14484.5,14428.7,2.0,12.0,160328087,,0.789894,0.787677,0.441838,0.874031,
openml.org/t/359968,churn,autosklearn,4h8c_gp3,1,binary,0.897807,auc,aws.docker,0.14.0,,2.0.5,2022-01-18T05:22:03,14461.5,14416.8,0.3,9.0,160328088,,0.95,0.839369,0.169507,0.897807,
openml.org/t/359969,first-order-theorem-proving,autosklearn,4h8c_gp3,0,multiclass,-1.15084,neg_logloss,aws.docker,0.14.0,,2.0.5,2022-01-18T05:22:03,14454.8,14405.7,1.7,15.0,160328087,,0.575163,0.414554,1.15084,,
openml.org/t/359969,first-order-theorem-proving,autosklearn,4h8c_gp3,1,multiclass,-1.07778,neg_logloss,aws.docker,0.14.0,,2.0.5,2022-01-18T05:22:16,14459.1,14409.2,1.7,10.0,160328088,,0.630719,0.511211,1.07778,,
openml.org/t/359970,GesturePhaseSegmentationProcessed,autosklearn,4h8c_gp3,0,multiclass,-0.826179,neg_logloss,aws.docker,0.14.0,,2.0.5,2022-01-18T05:22:28,14459.4,14405.9,5.3,9.0,160328087,,0.700405,0.623941,0.826179,,
openml.org/t/359974,wine-quality-white,TPOT,4h8c_gp3,3,multiclass,,neg_logloss,aws.docker,0.11.7,,2.0.5,2022-01-18T05:22:33,222.7,,,,1449481280,"NoResultError: y_true and y_pred contain different number of classes 4, 6. Please provide the true labels explicitly through the labels argument. Classes found in y_true: [0. 2. 3. 4.]",,,,,
openml.org/t/359970,GesturePhaseSegmentationProcessed,autosklearn,4h8c_gp3,1,multiclass,-0.796636,neg_logloss,aws.docker,0.14.0,,2.0.5,2022-01-18T05:22:35,14459.5,14405.5,4.2,9.0,160328088,,0.691296,0.618333,0.796636,,
openml.org/t/359971,PhishingWebsites,autosklearn,4h8c_gp3,0,binary,0.994134,auc,aws.docker,0.14.0,,2.0.5,2022-01-18T05:22:50,14462.7,14412.4,1.7,6.0,160328087,,0.963834,0.962523,0.162331,0.994134,
openml.org/t/359972,sylvine,autosklearn,4h8c_gp3,1,binary,0.996398,auc,aws.docker,0.14.0,,2.0.5,2022-01-18T05:23:16,14457.0,14410.5,1.4,12.0,160328088,,0.961014,0.96096,0.147845,0.996398,
openml.org/t/359972,sylvine,autosklearn,4h8c_gp3,0,binary,0.986564,auc,aws.docker,0.14.0,,2.0.5,2022-01-18T05:23:33,14486.0,14441.7,0.4,14.0,160328087,,0.94347,0.94339,0.302962,0.986564,
openml.org/t/359974,wine-quality-white,autosklearn,4h8c_gp3,0,multiclass,-0.774969,neg_logloss,aws.docker,0.14.0,,2.0.5,2022-01-18T05:23:33,14448.0,14399.9,1.3,10.0,160328087,,0.663265,0.422356,0.774969,,
openml.org/t/359971,PhishingWebsites,autosklearn,4h8c_gp3,1,binary,0.997262,auc,aws.docker,0.14.0,,2.0.5,2022-01-18T05:23:37,14491.4,14417.0,13.4,19.0,160328088,,0.971067,0.970895,0.0683006,0.997262,
openml.org/t/359973,christine,autosklearn,4h8c_gp3,0,binary,0.848668,auc,aws.docker,0.14.0,,2.0.5,2022-01-18T05:23:38,14465.4,14402.0,2.8,12.0,160328087,,0.741697,0.741697,0.79457,0.848668,
openml.org/t/359974,wine-quality-white,autosklearn,4h8c_gp3,1,multiclass,-0.758464,neg_logloss,aws.docker,0.14.0,,2.0.5,2022-01-18T05:23:52,14457.1,14408.7,1.1,8.0,160328088,,0.695918,0.454934,0.758464,,
openml.org/t/359973,christine,autosklearn,4h8c_gp3,1,binary,0.848014,auc,aws.docker,0.14.0,,2.0.5,2022-01-18T05:24:08,14484.7,14422.7,1.0,10.0,160328088,,0.782288,0.782288,0.72677,0.848014,
openml.org/t/359975,Satellite,autosklearn,4h8c_gp3,0,binary,0.848339,auc,aws.docker,0.14.0,,2.0.5,2022-01-18T05:24:19,14468.0,14424.9,0.1,7.0,160328087,,0.988235,0.641863,0.0419281,0.848339,
openml.org/t/359975,Satellite,autosklearn,4h8c_gp3,1,binary,0.999432,auc,aws.docker,0.14.0,,2.0.5,2022-01-18T05:24:25,14465.8,14422.6,0.007,1.0,160328088,,0.996078,0.927577,0.0169103,0.999432,
openml.org/t/211986,Diabetes130US,TPOT,4h8c_gp3,7,multiclass,-0.848262,neg_logloss,aws.docker,0.11.7,,2.0.5,2022-01-18T05:25:06,14942.2,14923.7,0.08,546.0,1449481284,,0.609277,0.438154,0.848262,,
openml.org/t/359979,Amazon_employee_access,autosklearn,4h8c_gp3,0,binary,0.861734,auc,aws.docker,0.14.0,,2.0.5,2022-01-18T05:25:16,14466.3,14406.0,6.5,11.0,160328087,,0.947208,0.619319,0.159082,0.861734,
openml.org/t/359980,nomao,autosklearn,4h8c_gp3,1,binary,0.996466,auc,aws.docker,0.14.0,,2.0.5,2022-01-18T05:25:37,14453.8,14398.3,1.7,7.0,160328088,,0.97186,0.965379,0.113595,0.996466,
openml.org/t/359981,jungle_chess_2pcs_raw_endgame_complete,autosklearn,4h8c_gp3,0,multiclass,-0.134641,neg_logloss,aws.docker,0.14.0,,2.0.5,2022-01-18T05:25:42,14450.5,14399.2,2.4,3.0,160328087,,0.951138,0.92579,0.134641,,
openml.org/t/359977,connect-4,autosklearn,4h8c_gp3,0,multiclass,-0.34519,neg_logloss,aws.docker,0.14.0,,2.0.5,2022-01-18T05:25:45,14513.7,14419.6,22.3,11.0,160328087,,0.864565,0.701813,0.34519,,
openml.org/t/359981,jungle_chess_2pcs_raw_endgame_complete,autosklearn,4h8c_gp3,1,multiclass,-0.206874,neg_logloss,aws.docker,0.14.0,,2.0.5,2022-01-18T05:25:47,14448.0,14400.3,0.4,2.0,160328088,,0.885542,0.837947,0.206874,,
openml.org/t/359979,Amazon_employee_access,autosklearn,4h8c_gp3,1,binary,0.863992,auc,aws.docker,0.14.0,,2.0.5,2022-01-18T05:25:54,14496.6,14427.1,11.2,11.0,160328088,,0.950565,0.638485,0.322729,0.863992,
openml.org/t/359977,connect-4,autosklearn,4h8c_gp3,1,multiclass,-0.353125,neg_logloss,aws.docker,0.14.0,,2.0.5,2022-01-18T05:25:54,14507.6,14407.8,24.2,11.0,160328088,,0.860124,0.69112,0.353125,,
openml.org/t/359980,nomao,autosklearn,4h8c_gp3,0,binary,0.995963,auc,aws.docker,0.14.0,,2.0.5,2022-01-18T05:26:03,14489.8,14427.2,6.1,12.0,160328087,,0.97186,0.965357,0.111438,0.995963,
openml.org/t/359982,bank-marketing,autosklearn,4h8c_gp3,0,binary,0.938013,auc,aws.docker,0.14.0,,2.0.5,2022-01-18T05:26:17,14469.1,14409.4,6.3,10.0,160328087,,0.91088,0.728967,0.191179,0.938013,
openml.org/t/359983,adult,autosklearn,4h8c_gp3,0,binary,0.931345,auc,aws.docker,0.14.0,,2.0.5,2022-01-18T05:26:39,14465.6,14405.2,6.3,9.0,160328087,,0.87349,0.804272,0.273459,0.931345,
openml.org/t/359982,bank-marketing,autosklearn,4h8c_gp3,1,binary,0.934705,auc,aws.docker,0.14.0,,2.0.5,2022-01-18T05:26:39,14480.5,14409.4,12.4,11.0,160328088,,0.905994,0.742988,0.1973,0.934705,
openml.org/t/359976,Fashion-MNIST,autosklearn,4h8c_gp3,0,multiclass,-0.248258,neg_logloss,aws.docker,0.14.0,,2.0.5,2022-01-18T05:27:14,14593.9,14410.8,49.1,13.0,160328087,,0.907286,0.907286,0.248258,,
openml.org/t/359976,Fashion-MNIST,autosklearn,4h8c_gp3,1,multiclass,-0.242758,neg_logloss,aws.docker,0.14.0,,2.0.5,2022-01-18T05:27:23,14603.2,14396.6,61.1,12.0,160328088,,0.912714,0.912714,0.242758,,
openml.org/t/359983,adult,autosklearn,4h8c_gp3,1,binary,0.927744,auc,aws.docker,0.14.0,,2.0.5,2022-01-18T05:27:28,14487.7,14426.6,7.0,11.0,160328088,,0.871034,0.825524,0.28263,0.927744,
openml.org/t/359985,volkert,autosklearn,4h8c_gp3,0,multiclass,-0.786199,neg_logloss,aws.docker,0.14.0,,2.0.5,2022-01-18T05:29:14,14535.0,14408.7,34.5,10.0,160328087,,0.72166,0.651466,0.786199,,
openml.org/t/359987,shuttle,autosklearn,4h8c_gp3,1,multiclass,-3.11359e-05,neg_logloss,aws.docker,0.14.0,,2.0.5,2022-01-18T05:29:24,14448.9,14400.5,0.6,1.0,160328088,,1.0,1.0,3.11359e-05,,
openml.org/t/359985,volkert,autosklearn,4h8c_gp3,1,multiclass,-0.734372,neg_logloss,aws.docker,0.14.0,,2.0.5,2022-01-18T05:29:25,14530.2,14413.6,29.6,9.0,160328088,,0.739324,0.683332,0.734372,,
openml.org/t/359987,shuttle,autosklearn,4h8c_gp3,0,multiclass,-0.000121582,neg_logloss,aws.docker,0.14.0,,2.0.5,2022-01-18T05:29:28,14478.3,14431.3,0.5,1.0,160328087,,0.999828,0.999969,0.000121582,,
openml.org/t/190412,arcene,TPOT,4h8c_gp3,4,binary,,auc,aws.docker,0.11.7,,2.0.5,2022-01-18T05:30:29,18360.0,,,,1449481281,TimeoutError: Interrupting thread MainThread [ident=140136544560960] after 18300s timeout.,,,,,
openml.org/t/189355,dionis,TPOT,4h8c_gp3,5,multiclass,,neg_logloss,aws.docker,0.11.7,,2.0.5,2022-01-18T05:30:30,18360.0,,,,1449481282,TimeoutError: Interrupting thread MainThread [ident=139687097739072] after 18300s timeout.,,,,,
openml.org/t/189355,dionis,TPOT,4h8c_gp3,7,multiclass,,neg_logloss,aws.docker,0.11.7,,2.0.5,2022-01-18T05:30:31,18360.0,,,,1449481284,TimeoutError: Interrupting thread MainThread [ident=140203239991104] after 18300s timeout.,,,,,
openml.org/t/189355,dionis,TPOT,4h8c_gp3,6,multiclass,,neg_logloss,aws.docker,0.11.7,,2.0.5,2022-01-18T05:30:31,18360.0,,,,1449481283,TimeoutError: Interrupting thread MainThread [ident=140068679681856] after 18300s timeout.,,,,,
openml.org/t/189355,dionis,TPOT,4h8c_gp3,3,multiclass,,neg_logloss,aws.docker,0.11.7,,2.0.5,2022-01-18T05:31:41,18360.0,,,,1449481280,TimeoutError: Interrupting thread MainThread [ident=139791542900544] after 18300s timeout.,,,,,
openml.org/t/359984,helena,autosklearn,4h8c_gp3,1,multiclass,-2.53889,neg_logloss,aws.docker,0.14.0,,2.0.5,2022-01-18T05:31:52,14714.9,14502.8,80.2,8.0,160328088,,0.393558,0.239796,2.53889,,
openml.org/t/359991,kick,autosklearn,4h8c_gp3,0,binary,0.785863,auc,aws.docker,0.14.0,,2.0.5,2022-01-18T05:32:09,14472.9,14404.0,8.8,10.0,160328087,,0.903274,0.623179,0.289833,0.785863,
openml.org/t/359991,kick,autosklearn,4h8c_gp3,1,binary,0.797272,auc,aws.docker,0.14.0,,2.0.5,2022-01-18T05:32:13,14473.5,14404.3,8.6,15.0,160328088,,0.903411,0.6223,0.28379,0.797272,
openml.org/t/359992,Click_prediction_small,autosklearn,4h8c_gp3,0,binary,0.689993,auc,aws.docker,0.14.0,,2.0.5,2022-01-18T05:32:18,14468.9,14410.8,4.7,9.0,160328087,,0.835544,0.530845,0.421245,0.689993,
openml.org/t/359992,Click_prediction_small,autosklearn,4h8c_gp3,1,binary,0.71223,auc,aws.docker,0.14.0,,2.0.5,2022-01-18T05:32:36,14467.4,14408.5,7.5,15.0,160328088,,0.841302,0.542008,0.406632,0.71223,
openml.org/t/359993,okcupid-stem,autosklearn,4h8c_gp3,1,multiclass,-0.579351,neg_logloss,aws.docker,0.14.0,,2.0.5,2022-01-18T05:32:44,14459.7,14405.3,4.5,7.0,160328088,,0.749557,0.529086,0.579351,,
openml.org/t/359993,okcupid-stem,autosklearn,4h8c_gp3,0,multiclass,-0.567963,neg_logloss,aws.docker,0.14.0,,2.0.5,2022-01-18T05:32:49,14473.1,14409.2,8.5,10.0,160328087,,0.755661,0.543932,0.567963,,
openml.org/t/359990,MiniBooNE,autosklearn,4h8c_gp3,0,binary,0.985792,auc,aws.docker,0.14.0,,2.0.5,2022-01-18T05:33:11,14561.6,14407.5,50.7,15.0,160328087,,0.945106,0.938536,0.146057,0.985792,
openml.org/t/359990,MiniBooNE,autosklearn,4h8c_gp3,1,binary,0.987032,auc,aws.docker,0.14.0,,2.0.5,2022-01-18T05:33:13,14552.5,14403.6,48.6,8.0,160328088,,0.950411,0.941304,0.229729,0.987032,
openml.org/t/359959,cmc,TPOT,4h8c_gp3,5,multiclass,-0.907911,neg_logloss,aws.docker,0.11.7,,2.0.5,2022-01-18T05:34:31,6107.5,6094.2,0.03,9623.0,1449481282,,0.510204,0.489404,0.907911,,
openml.org/t/359986,robert,autosklearn,4h8c_gp3,0,multiclass,-1.30611,neg_logloss,aws.docker,0.14.0,,2.0.5,2022-01-18T05:36:16,14843.9,14395.3,12.0,14.0,160328087,,0.538,0.538609,1.30611,,
openml.org/t/359984,helena,autosklearn,4h8c_gp3,0,multiclass,-2.52122,neg_logloss,aws.docker,0.14.0,,2.0.5,2022-01-18T05:36:34,15024.1,14415.0,286.7,16.0,160328087,,0.394479,0.241087,2.52122,,
openml.org/t/359986,robert,autosklearn,4h8c_gp3,1,multiclass,-1.34084,neg_logloss,aws.docker,0.14.0,,2.0.5,2022-01-18T05:36:35,14863.2,14403.7,10.6,12.0,160328088,,0.54,0.541009,1.34084,,
openml.org/t/359988,guillermo,autosklearn,4h8c_gp3,0,binary,0.918021,auc,aws.docker,0.14.0,,2.0.5,2022-01-18T05:37:09,14813.3,14402.8,2.6,6.0,160328087,,0.853,0.835833,0.346346,0.918021,
openml.org/t/359988,guillermo,autosklearn,4h8c_gp3,1,binary,0.902444,auc,aws.docker,0.14.0,,2.0.5,2022-01-18T05:37:36,14840.8,14403.9,8.0,7.0,160328088,,0.838,0.818333,0.377552,0.902444,
openml.org/t/359989,riccardo,autosklearn,4h8c_gp3,1,binary,0.999683,auc,aws.docker,0.14.0,,2.0.5,2022-01-18T05:37:38,14816.0,14406.9,4.2,9.0,160328088,,0.996,0.997333,0.0209031,0.999683,
openml.org/t/360113,porto-seguro,autosklearn,4h8c_gp3,1,binary,0.638714,auc,aws.docker,0.14.0,,2.0.5,2022-01-18T05:37:42,14598.0,14427.7,44.1,12.0,160328088,,0.963543,0.5,0.175219,0.638714,
openml.org/t/360113,porto-seguro,autosklearn,4h8c_gp3,0,binary,0.634467,auc,aws.docker,0.14.0,,2.0.5,2022-01-18T05:38:01,14618.0,14409.5,63.7,17.0,160328087,,0.963543,0.5,0.338647,0.634467,
openml.org/t/359989,riccardo,autosklearn,4h8c_gp3,0,binary,0.999695,auc,aws.docker,0.14.0,,2.0.5,2022-01-18T05:38:13,14851.4,14425.0,13.3,12.0,160328087,,0.9965,0.997667,0.0146277,0.999695,
openml.org/t/360114,Higgs,autosklearn,4h8c_gp3,1,binary,0.841458,auc,aws.docker,0.14.0,,2.0.5,2022-01-18T05:38:22,14497.0,14405.8,5.4,8.0,160328088,,0.75859,0.757333,0.488995,0.841458,
openml.org/t/360114,Higgs,autosklearn,4h8c_gp3,0,binary,0.838521,auc,aws.docker,0.14.0,,2.0.5,2022-01-18T05:38:28,14502.5,14403.1,9.1,6.0,160328087,,0.75555,0.755044,0.612775,0.838521,
openml.org/t/359994,sf-police-incidents,autosklearn,4h8c_gp3,1,binary,0.708379,auc,aws.docker,0.14.0,,2.0.5,2022-01-18T05:43:18,14858.8,14407.8,170.5,15.0,160328088,,0.878525,0.50208,0.359543,0.708379,
openml.org/t/359994,sf-police-incidents,autosklearn,4h8c_gp3,0,binary,0.705795,auc,aws.docker,0.14.0,,2.0.5,2022-01-18T05:43:57,14903.5,14403.9,195.8,14.0,160328087,,0.878602,0.509465,0.51354,0.705795,
openml.org/t/360975,KDDCup09-Upselling,autosklearn,4h8c_gp3,1,binary,0.878929,auc,aws.docker,0.14.0,,2.0.5,2022-01-18T05:49:34,15057.7,14420.9,20.1,10.0,160328088,,0.9536,0.723556,0.222505,0.878929,
openml.org/t/360112,KDDCup99,autosklearn,4h8c_gp3,0,multiclass,-0.000259538,neg_logloss,aws.docker,0.14.0,,2.0.5,2022-01-18T05:49:56,14966.5,14407.6,152.2,3.0,160328087,,0.999945,0.728567,0.000259538,,
openml.org/t/360975,KDDCup09-Upselling,autosklearn,4h8c_gp3,0,binary,0.888251,auc,aws.docker,0.14.0,,2.0.5,2022-01-18T05:50:43,15126.3,14418.8,37.7,8.0,160328087,,0.953,0.718229,0.157016,0.888251,
openml.org/t/360112,KDDCup99,autosklearn,4h8c_gp3,1,multiclass,-0.000174002,neg_logloss,aws.docker,0.14.0,,2.0.5,2022-01-18T05:54:00,15206.1,14414.5,268.3,4.0,160328088,,0.999957,0.87535,0.000174002,,
openml.org/t/211979,jannis,flaml,4h8c_gp3,4,multiclass,-0.675302,neg_logloss,aws.docker,0.6.2,,2.0.5,2022-01-18T05:58:38,14530.4,14522.7,0.2,13.0,1632365474,,0.728413,0.552992,0.675302,,
openml.org/t/359972,sylvine,TPOT,4h8c_gp3,9,binary,0.996391,auc,aws.docker,0.11.7,,2.0.5,2022-01-18T06:21:03,14450.5,14443.9,0.02,2547.0,1449481286,,0.955078,0.955078,0.120088,0.996391,
openml.org/t/359970,GesturePhaseSegmentationProcessed,TPOT,4h8c_gp3,5,multiclass,-0.783107,neg_logloss,aws.docker,0.11.7,,2.0.5,2022-01-18T06:24:12,14734.1,14727.2,0.03,806.0,1449481282,,0.70618,0.662147,0.783107,,
openml.org/t/359966,Internet-Advertisements,flaml,4h8c_gp3,7,binary,0.978261,auc,aws.docker,0.6.2,,2.0.5,2022-01-18T06:24:50,14422.7,14397.9,3.6,19.0,1632365477,,0.97561,0.913043,0.10179,0.978261,
openml.org/t/359971,PhishingWebsites,TPOT,4h8c_gp3,9,binary,0.997762,auc,aws.docker,0.11.7,,2.0.5,2022-01-18T06:25:47,14472.3,14465.4,0.02,3455.0,1449481286,,0.975566,0.974938,0.057195,0.997762,
openml.org/t/359982,bank-marketing,TPOT,4h8c_gp3,3,binary,0.933396,auc,aws.docker,0.11.7,,2.0.5,2022-01-18T06:26:22,14504.2,14496.9,0.01,1073.0,1449481280,,0.908206,0.720081,0.202334,0.933396,
openml.org/t/359959,cmc,TPOT,4h8c_gp3,3,multiclass,-0.98861,neg_logloss,aws.docker,0.11.7,,2.0.5,2022-01-18T06:27:24,6582.9,6573.0,0.01,9878.0,1449481280,,0.503401,0.476643,0.98861,,
openml.org/t/189922,gina,TPOT,4h8c_gp3,4,binary,0.982742,auc,aws.docker,0.11.7,,2.0.5,2022-01-18T06:36:20,14602.8,14592.4,0.005,792.0,1449481281,,0.933333,0.933569,0.169027,0.982742,
openml.org/t/211986,Diabetes130US,TPOT,4h8c_gp3,4,multiclass,-0.842907,neg_logloss,aws.docker,0.11.7,,2.0.5,2022-01-18T06:43:36,14827.6,14809.2,0.03,580.0,1449481281,,0.617569,0.452773,0.842907,,
openml.org/t/359970,GesturePhaseSegmentationProcessed,TPOT,4h8c_gp3,7,multiclass,-0.926349,neg_logloss,aws.docker,0.11.7,,2.0.5,2022-01-18T06:49:17,14473.4,14466.5,0.03,879.0,1449481284,,0.669706,0.586102,0.926349,,
openml.org/t/359963,segment,TPOT,4h8c_gp3,9,multiclass,-0.097267,neg_logloss,aws.docker,0.11.7,,2.0.5,2022-01-18T06:52:05,14423.7,14416.9,0.005,3797.0,1449481286,,0.974026,0.974026,0.097267,,
openml.org/t/359963,segment,TPOT,4h8c_gp3,7,multiclass,-0.105232,neg_logloss,aws.docker,0.11.7,,2.0.5,2022-01-18T06:52:21,14439.1,14432.4,0.006,4028.0,1449481284,,0.965368,0.965368,0.105232,,
openml.org/t/359962,kc1,TPOT,4h8c_gp3,4,binary,0.787028,auc,aws.docker,0.11.7,,2.0.5,2022-01-18T07:00:44,8083.0,8069.4,0.01,9883.0,1449481281,,0.834123,0.58078,0.516368,0.787028,
openml.org/t/190411,ada,TPOT,4h8c_gp3,6,binary,0.883651,auc,aws.docker,0.11.7,,2.0.5,2022-01-18T07:02:53,8501.8,8494.7,0.002,9885.0,1449481283,,0.828916,0.74639,0.355669,0.883651,
openml.org/t/359960,car,flaml,4h8c_gp3,8,multiclass,-0.00012382,neg_logloss,aws.docker,0.6.2,,2.0.5,2022-01-18T07:04:12,14401.7,14400.3,0.04,22.0,1632365478,,1.0,1.0,0.00012382,,
openml.org/t/359965,kr-vs-kp,TPOT,4h8c_gp3,7,binary,0.999764,auc,aws.docker,0.11.7,,2.0.5,2022-01-18T07:07:57,14417.0,14409.8,0.005,8518.0,1449481284,,0.990596,0.990132,0.0373741,0.999764,
openml.org/t/359972,sylvine,TPOT,4h8c_gp3,7,binary,0.991516,auc,aws.docker,0.11.7,,2.0.5,2022-01-18T07:11:20,14454.7,14448.0,0.02,5121.0,1449481284,,0.953125,0.953125,0.119478,0.991516,
openml.org/t/190412,arcene,flaml,4h8c_gp3,8,binary,1.0,auc,aws.docker,0.6.2,,2.0.5,2022-01-18T07:16:21,14426.7,14399.0,1.6,14.0,1632365478,,0.8,0.8,0.313801,1.0,
openml.org/t/359962,kc1,flaml,4h8c_gp3,9,binary,0.79986,auc,aws.docker,0.6.2,,2.0.5,2022-01-18T07:22:44,14402.9,14401.2,0.2,32.0,1632365479,,0.871429,0.667837,0.360457,0.79986,
openml.org/t/189922,gina,flaml,4h8c_gp3,9,binary,0.990363,auc,aws.docker,0.6.2,,2.0.5,2022-01-18T07:23:06,14429.3,14423.6,0.2,14.0,1632365479,,0.968254,0.968347,0.151383,0.990363,
openml.org/t/359956,qsar-biodeg,TPOT,4h8c_gp3,6,binary,0.971837,auc,aws.docker,0.11.7,,2.0.5,2022-01-18T07:26:59,14435.3,14428.4,0.02,8343.0,1449481283,,0.933333,0.921429,0.212346,0.971837,
openml.org/t/359955,blood-transfusion-service-center,TPOT,4h8c_gp3,5,binary,0.729532,auc,aws.docker,0.11.7,,2.0.5,2022-01-18T07:27:06,6542.8,6535.8,0.02,9862.0,1449481282,,0.76,0.5,0.496665,0.729532,
openml.org/t/359970,GesturePhaseSegmentationProcessed,TPOT,4h8c_gp3,4,multiclass,-0.863697,neg_logloss,aws.docker,0.11.7,,2.0.5,2022-01-18T07:30:46,14661.6,14654.7,0.02,837.0,1449481281,,0.66768,0.612207,0.863697,,
openml.org/t/211979,jannis,flaml,4h8c_gp3,9,multiclass,-0.697477,neg_logloss,aws.docker,0.6.2,,2.0.5,2022-01-18T07:32:21,14976.5,14967.0,1.4,18.0,1632365479,,0.720053,0.548512,0.697477,,
openml.org/t/189922,gina,TPOT,4h8c_gp3,6,binary,0.994758,auc,aws.docker,0.11.7,,2.0.5,2022-01-18T07:35:36,14469.3,14458.8,0.02,938.0,1449481283,,0.949206,0.949496,0.15677,0.994758,
openml.org/t/168868,APSFailure,TPOT,4h8c_gp3,7,binary,0.993179,auc,aws.docker,0.11.7,,2.0.5,2022-01-18T07:36:07,14529.7,14511.4,0.06,464.0,1449481284,,0.992895,0.864803,0.0212508,0.993179,
