id,task,framework,constraint,fold,type,result,metric,mode,version,params,app_version,utc,duration,training_duration,predict_duration,models_count,seed,info,acc,balacc,logloss,auc,models_ensemble_count
openml.org/t/359955,blood-transfusion-service-center,AutoGluon_benchmark,1h8c_gp3,0,binary,0.768519,auc,aws.docker,0.3.1,{'presets': 'best_quality'},2.0.2,2021-11-17T23:48:01,563.8,559.6,2.1,14.0,2009719390,,0.76,0.595029,0.485625,0.768519,3.0
openml.org/t/359955,blood-transfusion-service-center,AutoGluon_benchmark,1h8c_gp3,1,binary,0.845517,auc,aws.docker,0.3.1,{'presets': 'best_quality'},2.0.2,2021-11-17T23:48:35,606.7,589.5,15.0,14.0,2009719391,,0.786667,0.612573,0.423744,0.845517,3.0
openml.org/t/146818,Australian,AutoGluon_benchmark,1h8c_gp3,0,binary,0.949915,auc,aws.docker,0.3.1,{'presets': 'best_quality'},2.0.2,2021-11-17T23:48:59,822.0,815.0,5.0,14.0,2009719390,,0.869565,0.872666,0.284181,0.949915,7.0
openml.org/t/146818,Australian,AutoGluon_benchmark,1h8c_gp3,1,binary,0.927844,auc,aws.docker,0.3.1,{'presets': 'best_quality'},2.0.2,2021-11-17T23:49:40,863.6,855.0,6.4,14.0,2009719391,,0.84058,0.831494,0.332427,0.927844,8.0
openml.org/t/359979,Amazon_employee_access,AutoGluon_benchmark,1h8c_gp3,1,binary,0.89656,auc,aws.docker,0.3.1,{'presets': 'best_quality'},2.0.2,2021-11-18T01:14:11,2396.4,2379.9,13.9,24.0,2009719391,,0.954226,0.695067,0.137062,0.89656,15.0
openml.org/t/168784,steel-plates-fault,AutoGluon_benchmark,1h8c_gp3,0,multiclass,-0.470041,neg_logloss,aws.docker,0.3.1,{'presets': 'best_quality'},2.0.2,2021-11-18T01:16:58,2614.0,2606.0,5.6,26.0,2009719390,,0.815385,0.843385,0.470041,,5.0
openml.org/t/359979,Amazon_employee_access,AutoGluon_benchmark,1h8c_gp3,0,binary,0.905142,auc,aws.docker,0.3.1,{'presets': 'best_quality'},2.0.2,2021-11-18T01:17:26,2605.5,2587.3,15.3,24.0,2009719390,,0.954532,0.687778,0.135368,0.905142,15.0
openml.org/t/359980,nomao,AutoGluon_benchmark,1h8c_gp3,0,binary,0.996724,auc,aws.docker,0.3.1,{'presets': 'best_quality'},2.0.2,2021-11-18T01:17:58,2615.4,2597.8,11.9,26.0,2009719390,,0.976791,0.97186,0.0653954,0.996724,20.0
openml.org/t/189922,gina,AutoGluon_benchmark,1h8c_gp3,0,binary,0.993428,auc,aws.docker,0.3.1,{'presets': 'best_quality'},2.0.2,2021-11-18T01:19:42,2762.7,2753.5,2.8,26.0,2009719390,,0.962025,0.962012,0.104849,0.993428,4.0
openml.org/t/2073,yeast,AutoGluon_benchmark,1h8c_gp3,1,multiclass,-1.13937,neg_logloss,aws.docker,0.3.1,{'presets': 'best_quality'},2.0.2,2021-11-18T01:19:44,2723.9,2713.5,8.1,26.0,2009719391,,0.61745,0.609714,1.13937,,9.0
openml.org/t/190412,arcene,AutoGluon_benchmark,1h8c_gp3,0,binary,0.75,auc,aws.docker,0.3.1,{'presets': 'best_quality'},2.0.2,2021-11-18T01:19:56,2746.9,2617.6,118.6,14.0,2009719390,,0.8,0.791667,0.516056,0.75,10.0
openml.org/t/359963,segment,AutoGluon_benchmark,1h8c_gp3,1,multiclass,-0.123981,neg_logloss,aws.docker,0.3.1,{'presets': 'best_quality'},2.0.2,2021-11-18T01:21:42,2883.8,2871.5,10.0,26.0,2009719391,,0.952381,0.952381,0.123981,,19.0
openml.org/t/359963,segment,AutoGluon_benchmark,1h8c_gp3,0,multiclass,-0.122674,neg_logloss,aws.docker,0.3.1,{'presets': 'best_quality'},2.0.2,2021-11-18T01:21:52,2902.2,2889.9,10.1,26.0,2009719390,,0.948052,0.948052,0.122674,,18.0
openml.org/t/189922,gina,AutoGluon_benchmark,1h8c_gp3,1,binary,0.98357,auc,aws.docker,0.3.1,{'presets': 'best_quality'},2.0.2,2021-11-18T01:23:17,2827.4,2812.1,9.2,26.0,2009719391,,0.943038,0.943258,0.162969,0.98357,17.0
openml.org/t/168868,APSFailure,AutoGluon_benchmark,1h8c_gp3,0,binary,0.989972,auc,aws.docker,0.3.1,{'presets': 'best_quality'},2.0.2,2021-11-18T01:23:18,2977.7,2943.1,21.5,26.0,2009719390,,0.995526,0.904574,0.0128407,0.989972,21.0
openml.org/t/359980,nomao,AutoGluon_benchmark,1h8c_gp3,1,binary,0.996902,auc,aws.docker,0.3.1,{'presets': 'best_quality'},2.0.2,2021-11-18T01:23:27,2626.1,2605.9,14.9,26.0,2009719391,,0.975341,0.971775,0.0650799,0.996902,24.0
openml.org/t/359974,wine-quality-white,AutoGluon_benchmark,1h8c_gp3,1,multiclass,-0.67628,neg_logloss,aws.docker,0.3.1,{'presets': 'best_quality'},2.0.2,2021-11-18T01:24:49,3098.6,3076.5,19.7,26.0,2009719391,,0.730612,0.524792,0.67628,,23.0
openml.org/t/2073,yeast,AutoGluon_benchmark,1h8c_gp3,0,multiclass,-0.918726,neg_logloss,aws.docker,0.3.1,{'presets': 'best_quality'},2.0.2,2021-11-18T01:25:32,3148.5,3136.8,9.4,26.0,2009719390,,0.691275,0.563071,0.918726,,9.0
openml.org/t/190410,philippine,AutoGluon_benchmark,1h8c_gp3,0,binary,0.872361,auc,aws.docker,0.3.1,{'presets': 'best_quality'},2.0.2,2021-11-18T01:26:26,3135.9,3108.3,23.4,26.0,2009719390,,0.794521,0.794521,0.442109,0.872361,22.0
openml.org/t/359964,dna,AutoGluon_benchmark,1h8c_gp3,1,multiclass,-0.0664152,neg_logloss,aws.docker,0.3.1,{'presets': 'best_quality'},2.0.2,2021-11-18T01:27:01,3189.3,3163.3,23.0,24.0,2009719391,,0.981191,0.978554,0.0664152,,16.0
openml.org/t/167120,numerai28_6,AutoGluon_benchmark,1h8c_gp3,1,binary,0.522754,auc,aws.docker,0.3.1,{'presets': 'best_quality'},2.0.2,2021-11-18T01:28:09,3223.6,3199.4,19.0,26.0,2009719391,,0.518999,0.518678,0.693277,0.522754,22.0
openml.org/t/190410,philippine,AutoGluon_benchmark,1h8c_gp3,1,binary,0.908707,auc,aws.docker,0.3.1,{'presets': 'best_quality'},2.0.2,2021-11-18T01:28:58,3142.1,3116.1,21.8,26.0,2009719391,,0.811644,0.811644,0.389725,0.908707,17.0
openml.org/t/167120,numerai28_6,AutoGluon_benchmark,1h8c_gp3,0,binary,0.520662,auc,aws.docker,0.3.1,{'presets': 'best_quality'},2.0.2,2021-11-18T01:29:34,2955.3,2934.0,16.2,26.0,2009719390,,0.517857,0.517342,0.693725,0.520662,22.0
openml.org/t/359959,cmc,AutoGluon_benchmark,1h8c_gp3,0,multiclass,-0.840056,neg_logloss,aws.docker,0.3.1,{'presets': 'best_quality'},2.0.2,2021-11-18T01:29:59,3113.1,3090.5,20.4,26.0,2009719390,,0.574324,0.551509,0.840056,,20.0
openml.org/t/359967,Bioresponse,AutoGluon_benchmark,1h8c_gp3,1,binary,0.883148,auc,aws.docker,0.3.1,{'presets': 'best_quality'},2.0.2,2021-11-18T01:30:07,3364.0,3328.4,28.4,26.0,2009719391,,0.810667,0.806478,0.430594,0.883148,6.0
openml.org/t/359966,Internet-Advertisements,AutoGluon_benchmark,1h8c_gp3,0,binary,0.981267,auc,aws.docker,0.3.1,{'presets': 'best_quality'},2.0.2,2021-11-18T01:30:27,3388.9,3271.3,99.6,26.0,2009719390,,0.97561,0.92214,0.0806358,0.981267,18.0
openml.org/t/359966,Internet-Advertisements,AutoGluon_benchmark,1h8c_gp3,1,binary,0.984813,auc,aws.docker,0.3.1,{'presets': 'best_quality'},2.0.2,2021-11-18T01:30:28,3378.2,3265.9,94.5,26.0,2009719391,,0.981707,0.952976,0.0671342,0.984813,19.0
openml.org/t/359964,dna,AutoGluon_benchmark,1h8c_gp3,0,multiclass,-0.122602,neg_logloss,aws.docker,0.3.1,{'presets': 'best_quality'},2.0.2,2021-11-18T01:30:36,3416.4,3397.6,15.8,24.0,2009719390,,0.962382,0.947767,0.122602,,16.0
openml.org/t/168350,phoneme,AutoGluon_benchmark,1h8c_gp3,1,binary,0.979354,auc,aws.docker,0.3.1,{'presets': 'best_quality'},2.0.2,2021-11-18T01:30:42,3437.7,3415.3,20.0,26.0,2009719391,,0.920518,0.910674,0.173715,0.979354,19.0
openml.org/t/359968,churn,AutoGluon_benchmark,1h8c_gp3,0,binary,0.885748,auc,aws.docker,0.3.1,{'presets': 'best_quality'},2.0.2,2021-11-18T01:30:58,3404.3,3375.3,26.6,26.0,2009719390,,0.96,0.869103,0.166307,0.885748,20.0
openml.org/t/359975,Satellite,AutoGluon_benchmark,1h8c_gp3,0,binary,0.987788,auc,aws.docker,0.3.1,{'presets': 'best_quality'},2.0.2,2021-11-18T01:31:14,3478.9,3446.9,29.4,26.0,2009719390,,0.990196,0.713292,0.0424749,0.987788,16.0
openml.org/t/359965,kr-vs-kp,AutoGluon_benchmark,1h8c_gp3,0,binary,0.999922,auc,aws.docker,0.3.1,{'presets': 'best_quality'},2.0.2,2021-11-18T01:31:22,3436.7,3413.5,20.3,24.0,2009719390,,0.99375,0.993738,0.017242,0.999922,4.0
openml.org/t/359965,kr-vs-kp,AutoGluon_benchmark,1h8c_gp3,1,binary,0.999843,auc,aws.docker,0.3.1,{'presets': 'best_quality'},2.0.2,2021-11-18T01:31:31,3465.6,3430.1,32.8,24.0,2009719391,,0.984375,0.98503,0.0659002,0.999843,14.0
openml.org/t/190392,madeline,AutoGluon_benchmark,1h8c_gp3,1,binary,0.944215,auc,aws.docker,0.3.1,{'presets': 'best_quality'},2.0.2,2021-11-18T01:31:40,3299.8,3295.6,1.2,26.0,2009719391,,0.88535,0.885467,0.292178,0.944215,4.0
openml.org/t/359975,Satellite,AutoGluon_benchmark,1h8c_gp3,1,binary,0.998296,auc,aws.docker,0.3.1,{'presets': 'best_quality'},2.0.2,2021-11-18T01:31:52,3509.9,3486.7,20.8,26.0,2009719391,,0.996078,0.857143,0.0169055,0.998296,3.0
openml.org/t/190146,vehicle,AutoGluon_benchmark,1h8c_gp3,0,multiclass,-0.308945,neg_logloss,aws.docker,0.3.1,{'presets': 'best_quality'},2.0.2,2021-11-18T01:32:03,3478.7,3453.1,23.3,26.0,2009719390,,0.847059,0.848431,0.308945,,17.0
openml.org/t/359962,kc1,AutoGluon_benchmark,1h8c_gp3,1,binary,0.864351,auc,aws.docker,0.3.1,{'presets': 'best_quality'},2.0.2,2021-11-18T01:32:06,3516.7,3474.0,40.3,26.0,2009719391,,0.886256,0.663495,0.302472,0.864351,19.0
openml.org/t/146820,wilt,AutoGluon_benchmark,1h8c_gp3,1,binary,0.995465,auc,aws.docker,0.3.1,{'presets': 'best_quality'},2.0.2,2021-11-18T01:32:33,3559.9,3524.2,33.2,26.0,2009719391,,0.985537,0.95608,0.0514249,0.995465,18.0
openml.org/t/190146,vehicle,AutoGluon_benchmark,1h8c_gp3,1,multiclass,-0.387562,neg_logloss,aws.docker,0.3.1,{'presets': 'best_quality'},2.0.2,2021-11-18T01:32:42,3390.1,3374.5,13.4,26.0,2009719391,,0.835294,0.837121,0.387562,,16.0
openml.org/t/190137,ozone-level-8hr,AutoGluon_benchmark,1h8c_gp3,0,binary,0.952994,auc,aws.docker,0.3.1,{'presets': 'best_quality'},2.0.2,2021-11-18T01:32:58,3537.6,3502.7,32.2,26.0,2009719390,,0.944882,0.679097,0.127152,0.952994,7.0
openml.org/t/359961,mfeat-factors,AutoGluon_benchmark,1h8c_gp3,0,multiclass,-0.0728204,neg_logloss,aws.docker,0.3.1,{'presets': 'best_quality'},2.0.2,2021-11-18T01:33:18,3603.2,3599.4,1.2,24.0,2009719390,,0.98,0.98,0.0728204,,4.0
openml.org/t/359961,mfeat-factors,AutoGluon_benchmark,1h8c_gp3,1,multiclass,-0.0438349,neg_logloss,aws.docker,0.3.1,{'presets': 'best_quality'},2.0.2,2021-11-18T01:33:22,3605.3,3600.5,2.2,26.0,2009719391,,0.98,0.98,0.0438349,,5.0
openml.org/t/359962,kc1,AutoGluon_benchmark,1h8c_gp3,0,binary,0.853963,auc,aws.docker,0.3.1,{'presets': 'best_quality'},2.0.2,2021-11-18T01:33:29,3599.7,3536.4,60.9,26.0,2009719390,,0.881517,0.673534,0.303186,0.853963,21.0
openml.org/t/359959,cmc,AutoGluon_benchmark,1h8c_gp3,1,multiclass,-0.895584,neg_logloss,aws.docker,0.3.1,{'presets': 'best_quality'},2.0.2,2021-11-18T01:33:54,3344.8,3317.8,24.6,26.0,2009719391,,0.554054,0.519608,0.895584,,21.0
openml.org/t/3945,KDDCup09_appetency,AutoGluon_benchmark,1h8c_gp3,0,binary,0.853711,auc,aws.docker,0.3.1,{'presets': 'best_quality'},2.0.2,2021-11-18T01:34:04,3642.9,3607.1,25.8,24.0,2009719390,,0.9822,0.5,0.0731943,0.853711,7.0
openml.org/t/190137,ozone-level-8hr,AutoGluon_benchmark,1h8c_gp3,1,binary,0.962185,auc,aws.docker,0.3.1,{'presets': 'best_quality'},2.0.2,2021-11-18T01:34:31,3503.2,3469.6,31.2,26.0,2009719391,,0.964567,0.71875,0.121056,0.962185,6.0
openml.org/t/190392,madeline,AutoGluon_benchmark,1h8c_gp3,0,binary,0.929163,auc,aws.docker,0.3.1,{'presets': 'best_quality'},2.0.2,2021-11-18T01:34:39,3493.8,3489.6,1.2,26.0,2009719390,,0.869427,0.869523,0.335536,0.929163,5.0
openml.org/t/10090,amazon-commerce-reviews,AutoGluon_benchmark,1h8c_gp3,0,multiclass,-0.732199,neg_logloss,aws.docker,0.3.1,{'presets': 'best_quality'},2.0.2,2021-11-18T01:34:42,3700.9,3623.3,59.9,15.0,2009719390,,0.853333,0.853333,0.732199,,11.0
openml.org/t/190412,arcene,AutoGluon_benchmark,1h8c_gp3,1,binary,1.0,auc,aws.docker,0.3.1,{'presets': 'best_quality'},2.0.2,2021-11-18T01:34:50,3477.7,3375.3,92.2,14.0,2009719391,,0.9,0.875,0.35296,1.0,7.0
openml.org/t/359976,Fashion-MNIST,AutoGluon_benchmark,1h8c_gp3,0,multiclass,-0.242827,neg_logloss,aws.docker,0.3.1,{'presets': 'best_quality'},2.0.2,2021-11-18T01:34:51,3670.4,3621.4,13.2,9.0,2009719390,,0.909714,0.909714,0.242827,,4.0
openml.org/t/3945,KDDCup09_appetency,AutoGluon_benchmark,1h8c_gp3,1,binary,0.828271,auc,aws.docker,0.3.1,{'presets': 'best_quality'},2.0.2,2021-11-18T01:34:52,3644.2,3610.3,24.8,25.0,2009719391,,0.9822,0.5,0.0757355,0.828271,7.0
openml.org/t/168909,dilbert,AutoGluon_benchmark,1h8c_gp3,0,multiclass,-0.0181427,neg_logloss,aws.docker,0.3.1,{'presets': 'best_quality'},2.0.2,2021-11-18T01:34:54,3651.7,3603.7,15.7,12.0,2009719390,,0.995,0.995064,0.0181427,,10.0
openml.org/t/359977,connect-4,AutoGluon_benchmark,1h8c_gp3,0,multiclass,-0.298995,neg_logloss,aws.docker,0.3.1,{'presets': 'best_quality'},2.0.2,2021-11-18T01:35:05,3667.1,3607.3,53.8,17.0,2009719390,,0.880847,0.742581,0.298995,,15.0
openml.org/t/359976,Fashion-MNIST,AutoGluon_benchmark,1h8c_gp3,1,multiclass,-0.23373,neg_logloss,aws.docker,0.3.1,{'presets': 'best_quality'},2.0.2,2021-11-18T01:35:11,3669.7,3610.5,23.2,9.0,2009719391,,0.918143,0.918143,0.23373,,8.0
openml.org/t/190411,ada,AutoGluon_benchmark,1h8c_gp3,0,binary,0.935804,auc,aws.docker,0.3.1,{'presets': 'best_quality'},2.0.2,2021-11-18T01:35:23,3523.7,3466.9,54.2,26.0,2009719390,,0.884337,0.819019,0.272109,0.935804,17.0
openml.org/t/359977,connect-4,AutoGluon_benchmark,1h8c_gp3,1,multiclass,-0.297333,neg_logloss,aws.docker,0.3.1,{'presets': 'best_quality'},2.0.2,2021-11-18T01:35:25,3672.0,3612.1,53.9,17.0,2009719391,,0.878478,0.73734,0.297333,,15.0
openml.org/t/190411,ada,AutoGluon_benchmark,1h8c_gp3,1,binary,0.935026,auc,aws.docker,0.3.1,{'presets': 'best_quality'},2.0.2,2021-11-18T01:35:25,3521.5,3464.2,54.8,26.0,2009719391,,0.872289,0.801251,0.273537,0.935026,18.0
openml.org/t/359960,car,AutoGluon_benchmark,1h8c_gp3,0,multiclass,-0.00074931,neg_logloss,aws.docker,0.3.1,{'presets': 'best_quality'},2.0.2,2021-11-18T01:35:38,3447.3,3418.2,26.6,24.0,2009719390,,1.0,1.0,0.00074931,,15.0
openml.org/t/359953,micro-mass,AutoGluon_benchmark,1h8c_gp3,0,multiclass,-0.162143,neg_logloss,aws.docker,0.3.1,{'presets': 'best_quality'},2.0.2,2021-11-18T01:36:01,3548.1,3544.3,0.8,14.0,2009719390,,0.931034,0.94,0.162143,,3.0
openml.org/t/189355,dionis,AutoGluon_benchmark,1h8c_gp3,1,multiclass,-0.278793,neg_logloss,aws.docker,0.3.1,{'presets': 'best_quality'},2.0.2,2021-11-18T01:36:17,3728.8,3642.2,15.4,4.0,2009719391,,0.935775,0.933926,0.278793,,3.0
openml.org/t/189355,dionis,AutoGluon_benchmark,1h8c_gp3,0,multiclass,-0.272475,neg_logloss,aws.docker,0.3.1,{'presets': 'best_quality'},2.0.2,2021-11-18T01:36:46,3757.3,3663.9,17.1,4.0,2009719390,,0.936303,0.934377,0.272475,,3.0
openml.org/t/7593,covertype,AutoGluon_benchmark,1h8c_gp3,0,multiclass,-0.0670537,neg_logloss,aws.docker,0.3.1,{'presets': 'best_quality'},2.0.2,2021-11-18T01:37:06,3721.6,3663.0,21.4,8.0,2009719390,,0.973478,0.946089,0.0670537,,7.0
openml.org/t/7593,covertype,AutoGluon_benchmark,1h8c_gp3,1,multiclass,-0.0645246,neg_logloss,aws.docker,0.3.1,{'presets': 'best_quality'},2.0.2,2021-11-18T01:37:10,3716.1,3660.7,20.3,8.0,2009719391,,0.973719,0.950204,0.0645246,,6.0
openml.org/t/360113,porto-seguro,AutoGluon_benchmark,1h8c_gp3,0,binary,0.637193,auc,aws.docker,0.3.1,{'presets': 'best_quality'},2.0.2,2021-11-18T01:37:26,3767.2,3693.9,36.4,18.0,2009719390,,0.963543,0.5,0.152135,0.637193,9.0
openml.org/t/360113,porto-seguro,AutoGluon_benchmark,1h8c_gp3,1,binary,0.640037,auc,aws.docker,0.3.1,{'presets': 'best_quality'},2.0.2,2021-11-18T01:37:28,3763.9,3692.2,34.6,18.0,2009719391,,0.963543,0.5,0.151665,0.640037,8.0
openml.org/t/359985,volkert,AutoGluon_benchmark,1h8c_gp3,0,multiclass,-0.703426,neg_logloss,aws.docker,0.3.1,{'presets': 'best_quality'},2.0.2,2021-11-18T01:37:44,3649.2,3609.2,26.5,12.0,2009719390,,0.749271,0.711392,0.703426,,11.0
openml.org/t/211979,jannis,AutoGluon_benchmark,1h8c_gp3,1,multiclass,-0.645419,neg_logloss,aws.docker,0.3.1,{'presets': 'best_quality'},2.0.2,2021-11-18T01:37:49,3649.5,3613.2,28.2,24.0,2009719391,,0.741939,0.581862,0.645419,,21.0
openml.org/t/211979,jannis,AutoGluon_benchmark,1h8c_gp3,0,multiclass,-0.648821,neg_logloss,aws.docker,0.3.1,{'presets': 'best_quality'},2.0.2,2021-11-18T01:37:53,3643.2,3607.9,27.0,24.0,2009719390,,0.736924,0.575435,0.648821,,20.0
openml.org/t/359953,micro-mass,AutoGluon_benchmark,1h8c_gp3,1,multiclass,-0.195713,neg_logloss,aws.docker,0.3.1,{'presets': 'best_quality'},2.0.2,2021-11-18T01:37:54,3579.8,3576.0,0.7,14.0,2009719391,,0.947368,0.956667,0.195713,,3.0
openml.org/t/359984,helena,AutoGluon_benchmark,1h8c_gp3,1,multiclass,-2.46189,neg_logloss,aws.docker,0.3.1,{'presets': 'best_quality'},2.0.2,2021-11-18T01:38:14,3696.8,3606.9,81.6,12.0,2009719391,,0.406442,0.247964,2.46189,,8.0
openml.org/t/211986,Diabetes130US,AutoGluon_benchmark,1h8c_gp3,0,multiclass,-0.828159,neg_logloss,aws.docker,0.3.1,{'presets': 'best_quality'},2.0.2,2021-11-18T01:38:28,3683.3,3611.6,56.7,20.0,2009719390,,0.62543,0.45798,0.828159,,17.0
openml.org/t/211986,Diabetes130US,AutoGluon_benchmark,1h8c_gp3,1,multiclass,-0.828101,neg_logloss,aws.docker,0.3.1,{'presets': 'best_quality'},2.0.2,2021-11-18T01:38:35,3681.2,3611.6,54.5,20.0,2009719391,,0.622089,0.454749,0.828101,,17.0
openml.org/t/146820,wilt,AutoGluon_benchmark,1h8c_gp3,0,binary,0.996473,auc,aws.docker,0.3.1,{'presets': 'best_quality'},2.0.2,2021-11-18T01:38:51,3518.1,3493.7,22.0,26.0,2009719390,,0.985537,0.919802,0.0481308,0.996473,4.0
openml.org/t/168350,phoneme,AutoGluon_benchmark,1h8c_gp3,0,binary,0.975123,auc,aws.docker,0.3.1,{'presets': 'best_quality'},2.0.2,2021-11-18T01:39:19,3534.6,3509.2,23.0,26.0,2009719390,,0.924214,0.907784,0.185828,0.975123,19.0
openml.org/t/359981,jungle_chess_2pcs_raw_endgame_complete,AutoGluon_benchmark,1h8c_gp3,0,multiclass,-0.00941485,neg_logloss,aws.docker,0.3.1,{'presets': 'best_quality'},2.0.2,2021-11-18T01:39:26,3551.2,3526.3,22.2,26.0,2009719390,,0.997546,0.998223,0.00941485,,18.0
openml.org/t/168757,credit-g,AutoGluon_benchmark,1h8c_gp3,0,binary,0.837619,auc,aws.docker,0.3.1,{'presets': 'best_quality'},2.0.2,2021-11-18T01:39:26,3544.0,3508.4,33.4,26.0,2009719390,,0.76,0.666667,0.459156,0.837619,8.0
openml.org/t/189356,albert,AutoGluon_benchmark,1h8c_gp3,1,binary,0.780922,auc,aws.docker,0.3.1,{'presets': 'best_quality'},2.0.2,2021-11-18T01:41:21,3848.9,3666.0,86.1,16.0,2009719391,,0.708494,0.708494,0.562931,0.780922,13.0
openml.org/t/10090,amazon-commerce-reviews,AutoGluon_benchmark,1h8c_gp3,1,multiclass,-0.604469,neg_logloss,aws.docker,0.3.1,{'presets': 'best_quality'},2.0.2,2021-11-18T01:41:37,3704.0,3628.0,57.8,15.0,2009719391,,0.92,0.92,0.604469,,13.0
openml.org/t/360112,KDDCup99,AutoGluon_benchmark,1h8c_gp3,1,multiclass,-0.00193379,neg_logloss,aws.docker,0.3.1,{'presets': 'best_quality'},2.0.2,2021-11-18T01:45:50,4000.2,3619.7,164.0,4.0,2009719391,,0.999467,0.704252,0.00193379,,2.0
openml.org/t/359968,churn,AutoGluon_benchmark,1h8c_gp3,1,binary,0.883488,auc,aws.docker,0.3.1,{'presets': 'best_quality'},2.0.2,2021-11-18T02:23:27,3412.7,3383.6,26.6,26.0,2009719391,,0.958,0.87392,0.162751,0.883488,18.0
openml.org/t/359987,shuttle,AutoGluon_benchmark,1h8c_gp3,0,multiclass,-0.000788914,neg_logloss,aws.docker,0.3.1,{'presets': 'best_quality'},2.0.2,2021-11-18T02:25:18,3640.6,3613.7,24.0,25.0,2009719390,,0.999828,0.999969,0.000788914,,17.0
openml.org/t/359987,shuttle,AutoGluon_benchmark,1h8c_gp3,1,multiclass,-0.000239201,neg_logloss,aws.docker,0.3.1,{'presets': 'best_quality'},2.0.2,2021-11-18T02:25:28,3632.1,3617.0,12.0,26.0,2009719391,,1.0,1.0,0.000239201,,4.0
openml.org/t/359972,sylvine,AutoGluon_benchmark,1h8c_gp3,0,binary,0.987126,auc,aws.docker,0.3.1,{'presets': 'best_quality'},2.0.2,2021-11-18T02:26:23,3539.8,3507.6,29.9,26.0,2009719390,,0.953216,0.953163,0.139555,0.987126,20.0
openml.org/t/359991,kick,AutoGluon_benchmark,1h8c_gp3,1,binary,0.787387,auc,aws.docker,0.3.1,{'presets': 'best_quality'},2.0.2,2021-11-18T02:27:10,3648.7,3618.2,22.6,26.0,2009719391,,0.904096,0.620297,0.287389,0.787387,19.0
openml.org/t/359970,GesturePhaseSegmentationProcessed,AutoGluon_benchmark,1h8c_gp3,1,multiclass,-0.612879,neg_logloss,aws.docker,0.3.1,{'presets': 'best_quality'},2.0.2,2021-11-18T02:29:22,3436.8,3411.0,22.9,26.0,2009719391,,0.770243,0.732353,0.612879,,21.0
openml.org/t/359986,robert,AutoGluon_benchmark,1h8c_gp3,1,multiclass,-1.45558,neg_logloss,aws.docker,0.3.1,{'presets': 'best_quality'},2.0.2,2021-11-18T02:33:17,4057.0,3637.1,26.7,9.0,2009719391,,0.528,0.529028,1.45558,,4.0
openml.org/t/359956,qsar-biodeg,AutoGluon_benchmark,1h8c_gp3,0,binary,0.961508,auc,aws.docker,0.3.1,{'presets': 'best_quality'},2.0.2,2021-11-18T02:41:20,2615.5,2584.5,28.7,26.0,2009719390,,0.886792,0.860317,0.257221,0.961508,6.0
openml.org/t/359983,adult,AutoGluon_benchmark,1h8c_gp3,0,binary,0.931893,auc,aws.docker,0.3.1,{'presets': 'best_quality'},2.0.2,2021-11-18T02:43:27,2772.1,2738.5,30.2,26.0,2009719390,,0.876766,0.800268,0.270031,0.931893,23.0
openml.org/t/359983,adult,AutoGluon_benchmark,1h8c_gp3,1,binary,0.929864,auc,aws.docker,0.3.1,{'presets': 'best_quality'},2.0.2,2021-11-18T02:44:02,2787.7,2753.3,30.8,26.0,2009719391,,0.878199,0.805607,0.271164,0.929864,23.0
openml.org/t/359989,riccardo,AutoGluon_benchmark,1h8c_gp3,0,binary,0.999832,auc,aws.docker,0.3.1,{'presets': 'best_quality'},2.0.2,2021-11-18T02:47:28,3982.1,3609.8,9.6,13.0,2009719390,,0.998,0.998667,0.0117689,0.999832,10.0
openml.org/t/359988,guillermo,AutoGluon_benchmark,1h8c_gp3,1,binary,0.91686,auc,aws.docker,0.3.1,{'presets': 'best_quality'},2.0.2,2021-11-18T02:47:53,4007.3,3647.0,11.2,10.0,2009719391,,0.8345,0.814792,0.353653,0.91686,9.0
openml.org/t/168868,APSFailure,AutoGluon_benchmark,1h8c_gp3,1,binary,0.989934,auc,aws.docker,0.3.1,{'presets': 'best_quality'},2.0.2,2021-11-18T02:48:43,3173.0,3139.9,18.9,26.0,2009719391,,0.993553,0.867742,0.0193466,0.989934,17.0
openml.org/t/359957,cnae-9,AutoGluon_benchmark,1h8c_gp3,0,multiclass,-0.102766,neg_logloss,aws.docker,0.3.1,{'presets': 'best_quality'},2.0.2,2021-11-18T02:49:01,3055.1,3033.2,18.5,26.0,2009719390,,0.972222,0.972222,0.102766,,20.0
openml.org/t/359957,cnae-9,AutoGluon_benchmark,1h8c_gp3,1,multiclass,-0.300767,neg_logloss,aws.docker,0.3.1,{'presets': 'best_quality'},2.0.2,2021-11-18T02:49:03,3065.5,3041.3,20.7,26.0,2009719391,,0.907407,0.907407,0.300767,,19.0
openml.org/t/359960,car,AutoGluon_benchmark,1h8c_gp3,1,multiclass,-0.00314172,neg_logloss,aws.docker,0.3.1,{'presets': 'best_quality'},2.0.2,2021-11-18T02:49:39,3632.0,3599.3,30.3,24.0,2009719391,,1.0,1.0,0.00314172,,15.0
openml.org/t/359984,helena,AutoGluon_benchmark,1h8c_gp3,0,multiclass,-2.45708,neg_logloss,aws.docker,0.3.1,{'presets': 'best_quality'},2.0.2,2021-11-18T02:50:46,3696.1,3614.5,73.8,12.0,2009719390,,0.405675,0.255521,2.45708,,8.0
openml.org/t/168757,credit-g,AutoGluon_benchmark,1h8c_gp3,1,binary,0.72619,auc,aws.docker,0.3.1,{'presets': 'best_quality'},2.0.2,2021-11-18T02:54:08,3518.0,3485.3,30.3,26.0,2009719391,,0.76,0.619048,0.524087,0.72619,6.0
